locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPDIGIDD_01095	CDS	399	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
PPDIGIDD_01096	CDS	945	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
PPDIGIDD_01097	CDS	1119				hypothetical protein
PPDIGIDD_01098	CDS	765	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
PPDIGIDD_01099	CDS	621	ribE	2.5.1.9		Riboflavin synthase
PPDIGIDD_01100	CDS	273				hypothetical protein
PPDIGIDD_01101	CDS	984	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
PPDIGIDD_01102	CDS	648	metI		COG2011	D-methionine transport system permease protein MetI
PPDIGIDD_01103	CDS	432				hypothetical protein
PPDIGIDD_01104	CDS	597				hypothetical protein
PPDIGIDD_01105	CDS	1008	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
PPDIGIDD_01106	CDS	789	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
PPDIGIDD_01107	CDS	753	pdxA_1	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
PPDIGIDD_01108	CDS	180	pdxA_2	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
PPDIGIDD_01109	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PPDIGIDD_01110	CDS	789	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
PPDIGIDD_01111	CDS	111				hypothetical protein
PPDIGIDD_01112	CDS	762				hypothetical protein
PPDIGIDD_01113	CDS	417	nusB		COG0781	Transcription antitermination protein NusB
PPDIGIDD_01114	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PPDIGIDD_01115	CDS	831	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
PPDIGIDD_01116	CDS	666	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
PPDIGIDD_01117	CDS	684	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
PPDIGIDD_01118	CDS	831	panC	6.3.2.1	COG0414	Pantothenate synthetase
PPDIGIDD_01119	tRNA	76				tRNA-Glu(ttc)
PPDIGIDD_01120	tRNA	77				tRNA-Asp(gtc)
PPDIGIDD_01121	tRNA	76				tRNA-Val(tac)
PPDIGIDD_01122	tRNA	75				tRNA-Glu(ttc)
PPDIGIDD_01123	tRNA	76				tRNA-Lys(ttt)
PPDIGIDD_01124	CDS	1995				hypothetical protein
PPDIGIDD_01125	CDS	1626	groL		COG0459	60 kDa chaperonin
PPDIGIDD_01126	CDS	357	groS		COG0234	10 kDa chaperonin
PPDIGIDD_01127	CDS	960	dnaG_1	2.7.7.-	COG0358	DNA primase
PPDIGIDD_01128	CDS	603	dnaG_2	2.7.7.-	COG0358	DNA primase
PPDIGIDD_01129	CDS	1053	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
PPDIGIDD_01130	CDS	828				hypothetical protein
PPDIGIDD_01131	CDS	282				hypothetical protein
PPDIGIDD_01132	CDS	264				hypothetical protein
PPDIGIDD_01133	CDS	2364	virB4_2		COG3451	Type IV secretion system protein virB4
PPDIGIDD_01134	CDS	1341				hypothetical protein
PPDIGIDD_01135	CDS	966	cheV_3		COG0784	Chemotaxis protein CheV
PPDIGIDD_01136	CDS	1218	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
PPDIGIDD_01137	CDS	573	lpxE	3.1.-.-	COG0671	Lipid A 1-phosphatase
PPDIGIDD_01138	CDS	1092				hypothetical protein
PPDIGIDD_01139	CDS	429	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
PPDIGIDD_01140	CDS	2070				hypothetical protein
PPDIGIDD_01141	CDS	411				hypothetical protein
PPDIGIDD_01142	CDS	828	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
PPDIGIDD_01143	CDS	2496	lon	3.4.21.53	COG0466	Lon protease
PPDIGIDD_01144	CDS	663	bamD			Outer membrane protein assembly factor BamD
PPDIGIDD_01145	CDS	147				hypothetical protein
PPDIGIDD_01146	CDS	390	fliW2		COG1699	Flagellar assembly factor FliW 2
PPDIGIDD_01147	CDS	480	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PPDIGIDD_01148	CDS	813	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PPDIGIDD_01149	CDS	1347	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PPDIGIDD_01150	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
PPDIGIDD_01151	CDS	471				hypothetical protein
PPDIGIDD_01152	CDS	270				hypothetical protein
PPDIGIDD_01153	CDS	2904				hypothetical protein
PPDIGIDD_01154	CDS	1104				hypothetical protein
PPDIGIDD_01155	CDS	1410				hypothetical protein
PPDIGIDD_01156	CDS	642	qseB			Transcriptional regulatory protein QseB
PPDIGIDD_01157	CDS	588				hypothetical protein
PPDIGIDD_01158	CDS	501				hypothetical protein
PPDIGIDD_01159	CDS	1395	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PPDIGIDD_01160	CDS	1467	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
PPDIGIDD_01161	CDS	1314				hypothetical protein
PPDIGIDD_01162	CDS	885	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
PPDIGIDD_01163	CDS	495				hypothetical protein
PPDIGIDD_01164	CDS	504				hypothetical protein
PPDIGIDD_01165	CDS	807	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PPDIGIDD_01166	CDS	1011	nadA	2.5.1.72	COG0379	Quinolinate synthase A
PPDIGIDD_01167	CDS	822	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
PPDIGIDD_01168	CDS	2394				hypothetical protein
PPDIGIDD_01169	CDS	789				hypothetical protein
PPDIGIDD_01170	CDS	1080				hypothetical protein
PPDIGIDD_01171	CDS	894				hypothetical protein
PPDIGIDD_01172	CDS	1365	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
PPDIGIDD_01173	CDS	1164				hypothetical protein
PPDIGIDD_01174	CDS	189				hypothetical protein
PPDIGIDD_01175	CDS	525				hypothetical protein
PPDIGIDD_01176	CDS	435	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
PPDIGIDD_01177	CDS	207	ung_2	3.2.2.27		Uracil-DNA glycosylase
PPDIGIDD_01178	CDS	993	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
PPDIGIDD_01179	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PPDIGIDD_01180	CDS	963	corA		COG0598	Magnesium transport protein CorA
PPDIGIDD_01181	CDS	729				hypothetical protein
PPDIGIDD_01182	CDS	96				hypothetical protein
PPDIGIDD_01183	CDS	699	dpnA_1	2.1.1.72		Modification methylase DpnIIB
PPDIGIDD_01184	CDS	846	bspRIM	2.1.1.37		Modification methylase BspRI
PPDIGIDD_01185	CDS	1491	putP		COG0591	High-affinity proline transporter PutP
PPDIGIDD_01186	CDS	3558	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
PPDIGIDD_01187	CDS	210				hypothetical protein
PPDIGIDD_01188	CDS	90				hypothetical protein
PPDIGIDD_01189	CDS	216				hypothetical protein
PPDIGIDD_01190	CDS	204				hypothetical protein
PPDIGIDD_01191	CDS	399				hypothetical protein
PPDIGIDD_01192	CDS	141				hypothetical protein
PPDIGIDD_01193	CDS	237				hypothetical protein
PPDIGIDD_01194	CDS	669				hypothetical protein
PPDIGIDD_01195	CDS	1320				hypothetical protein
PPDIGIDD_01196	CDS	408				hypothetical protein
PPDIGIDD_01197	CDS	153				hypothetical protein
PPDIGIDD_01198	CDS	261				hypothetical protein
PPDIGIDD_01199	CDS	186				hypothetical protein
PPDIGIDD_01200	CDS	1212				hypothetical protein
PPDIGIDD_01201	CDS	426				hypothetical protein
PPDIGIDD_01202	CDS	348				hypothetical protein
PPDIGIDD_01203	CDS	144				hypothetical protein
PPDIGIDD_01204	CDS	1374				hypothetical protein
PPDIGIDD_01205	CDS	846				hypothetical protein
PPDIGIDD_01206	CDS	642	ureH_1		COG0829	Urease accessory protein UreH
PPDIGIDD_01207	CDS	135	ureH_2		COG0829	Urease accessory protein UreH
PPDIGIDD_01208	CDS	600	ureG		COG0378	Urease accessory protein UreG
PPDIGIDD_01209	CDS	753	ureF		COG0830	Urease accessory protein UreF
PPDIGIDD_01210	CDS	513	ureE		COG2371	Urease accessory protein UreE
PPDIGIDD_01211	CDS	588	ureI			Acid-activated urea channel
PPDIGIDD_01212	CDS	1710	ureB	3.5.1.5	COG0804	Urease subunit beta
PPDIGIDD_01213	CDS	717	ureA	3.5.1.5	COG0831	Urease subunit alpha
PPDIGIDD_01214	tRNA	76				tRNA-Val(gac)
PPDIGIDD_01215	CDS	474	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
PPDIGIDD_01216	CDS	1236	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
PPDIGIDD_01217	CDS	270	rpsT		COG0268	30S ribosomal protein S20
PPDIGIDD_01218	CDS	1059	prfA		COG0216	Peptide chain release factor RF1
PPDIGIDD_01219	CDS	225				hypothetical protein
PPDIGIDD_01220	CDS	1131				hypothetical protein
PPDIGIDD_01221	CDS	627				hypothetical protein
PPDIGIDD_01222	CDS	1779				hypothetical protein
PPDIGIDD_01223	CDS	2022				hypothetical protein
PPDIGIDD_01224	CDS	390	rpsI		COG0103	30S ribosomal protein S9
PPDIGIDD_01225	CDS	426	rplM		COG0102	50S ribosomal protein L13
PPDIGIDD_01226	CDS	189				hypothetical protein
PPDIGIDD_01227	CDS	1353	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PPDIGIDD_01228	CDS	1374				hypothetical protein
PPDIGIDD_01229	CDS	2034	rpoD		COG0568	RNA polymerase sigma factor RpoD
PPDIGIDD_01230	CDS	504				hypothetical protein
PPDIGIDD_01231	CDS	294				hypothetical protein
PPDIGIDD_01232	CDS	1029				hypothetical protein
PPDIGIDD_01233	CDS	534				hypothetical protein
PPDIGIDD_01234	CDS	276				hypothetical protein
PPDIGIDD_01235	CDS	267				hypothetical protein
PPDIGIDD_01236	CDS	108				hypothetical protein
PPDIGIDD_01237	CDS	111				hypothetical protein
PPDIGIDD_01238	CDS	552				hypothetical protein
PPDIGIDD_01239	CDS	654	ptlC		COG3451	Type IV secretion system protein PtlC
PPDIGIDD_01240	CDS	570				hypothetical protein
PPDIGIDD_01241	CDS	282	topA_1	5.6.2.1		DNA topoisomerase 1
PPDIGIDD_01242	CDS	1026	topA_2	5.6.2.1		DNA topoisomerase 1
PPDIGIDD_01243	CDS	204				hypothetical protein
PPDIGIDD_01244	CDS	861				hypothetical protein
PPDIGIDD_01245	CDS	351	rplT		COG0292	50S ribosomal protein L20
PPDIGIDD_01246	CDS	195				hypothetical protein
PPDIGIDD_01247	CDS	612	infC		COG0290	Translation initiation factor IF-3
PPDIGIDD_01248	CDS	1839	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
PPDIGIDD_01249	CDS	2439	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
PPDIGIDD_01250	CDS	1278				hypothetical protein
PPDIGIDD_01251	CDS	927	moaA_2			GTP 3',8-cyclase
PPDIGIDD_01252	CDS	2211	topA_3	5.6.2.1	COG0550	DNA topoisomerase 1
PPDIGIDD_01253	CDS	1545	flaB		COG1344	Flagellin B
PPDIGIDD_01254	CDS	1887				hypothetical protein
PPDIGIDD_01255	CDS	297				hypothetical protein
PPDIGIDD_01256	CDS	639				hypothetical protein
PPDIGIDD_01257	CDS	831	hrcA			Heat-inducible transcription repressor HrcA
PPDIGIDD_01258	CDS	576	grpE			Protein GrpE
PPDIGIDD_01259	CDS	891	dnaK_1			Chaperone protein DnaK
PPDIGIDD_01260	CDS	960	dnaK_2			Chaperone protein DnaK
PPDIGIDD_01261	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
PPDIGIDD_01262	CDS	1143	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PPDIGIDD_01263	CDS	468	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
PPDIGIDD_01264	CDS	1125	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PPDIGIDD_01265	CDS	522	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PPDIGIDD_01266	CDS	1269				hypothetical protein
PPDIGIDD_01267	CDS	405				hypothetical protein
PPDIGIDD_01268	CDS	645		2.4.-.-	COG0463	putative glycosyltransferase
PPDIGIDD_01269	CDS	762				hypothetical protein
PPDIGIDD_01270	CDS	1107	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
PPDIGIDD_01271	CDS	2028	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
PPDIGIDD_01272	CDS	1461	thrC	4.2.3.1	COG0498	Threonine synthase
PPDIGIDD_01273	CDS	711				hypothetical protein
PPDIGIDD_01274	CDS	930		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
PPDIGIDD_01275	CDS	531				hypothetical protein
PPDIGIDD_01276	CDS	891	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
PPDIGIDD_01277	CDS	834				hypothetical protein
PPDIGIDD_01278	CDS	834	mboIR	3.1.21.4		Type-2 restriction enzyme MboI
PPDIGIDD_01279	tRNA	92				tRNA-Ser(gct)
PPDIGIDD_01280	CDS	621	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
PPDIGIDD_01281	CDS	318				hypothetical protein
PPDIGIDD_01282	CDS	696	mtnN	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
PPDIGIDD_01283	CDS	696	xerH_2		COG0582	Tyrosine recombinase XerH
PPDIGIDD_01284	CDS	162	xerH_3			Tyrosine recombinase XerH
PPDIGIDD_01285	CDS	684				hypothetical protein
PPDIGIDD_01286	CDS	345				hypothetical protein
PPDIGIDD_01287	CDS	207				hypothetical protein
PPDIGIDD_01288	CDS	870				hypothetical protein
PPDIGIDD_01289	CDS	318	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
PPDIGIDD_01290	CDS	1068	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
PPDIGIDD_01291	CDS	1242	sdaC		COG0814	Serine transporter
PPDIGIDD_01292	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
PPDIGIDD_01293	CDS	135				hypothetical protein
PPDIGIDD_01294	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
PPDIGIDD_01295	CDS	636			COG1556	putative protein
PPDIGIDD_01296	CDS	1446	lutB		COG1139	Lactate utilization protein B
PPDIGIDD_01297	CDS	729	lutA_2		COG0247	Lactate utilization protein A
PPDIGIDD_01298	CDS	1647	lldP_1		COG1620	L-lactate permease
PPDIGIDD_01299	CDS	729	lldP_2		COG1620	L-lactate permease
PPDIGIDD_01300	CDS	924	lldP_3		COG1620	L-lactate permease
PPDIGIDD_01301	CDS	870	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PPDIGIDD_01302	CDS	1449	ttdT		COG0471	L-tartrate/succinate antiporter
PPDIGIDD_01303	CDS	192				hypothetical protein
PPDIGIDD_01304	CDS	1275	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
PPDIGIDD_01305	CDS	699				hypothetical protein
PPDIGIDD_01306	CDS	219				hypothetical protein
PPDIGIDD_01307	CDS	879	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
PPDIGIDD_01308	CDS	207				hypothetical protein
PPDIGIDD_01309	CDS	108				hypothetical protein
PPDIGIDD_01310	CDS	585				hypothetical protein
PPDIGIDD_01311	CDS	582				hypothetical protein
PPDIGIDD_01312	CDS	768				hypothetical protein
PPDIGIDD_01313	CDS	867	mqnD	4.1.-.-		1,4-dihydroxy-6-naphtoate synthase
PPDIGIDD_01314	CDS	1044	recA		COG0468	Protein RecA
PPDIGIDD_01315	CDS	1281	eno	4.2.1.11	COG0148	Enolase
PPDIGIDD_01316	CDS	276				hypothetical protein
PPDIGIDD_01317	CDS	597				hypothetical protein
PPDIGIDD_01318	CDS	489	aroK	2.7.1.71	COG0703	Shikimate kinase
PPDIGIDD_01319	CDS	957				hypothetical protein
PPDIGIDD_01320	CDS	1134				hypothetical protein
PPDIGIDD_01321	CDS	918	hcpD	3.5.2.6	COG0790	Putative beta-lactamase HcpD
PPDIGIDD_01322	CDS	723			COG0217	putative transcriptional regulatory protein
PPDIGIDD_01323	CDS	972	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
PPDIGIDD_01324	CDS	1275				hypothetical protein
PPDIGIDD_01325	CDS	678	arlR		COG0745	Response regulator ArlR
PPDIGIDD_01326	CDS	504				hypothetical protein
PPDIGIDD_01327	CDS	264				hypothetical protein
PPDIGIDD_01328	CDS	1281				hypothetical protein
PPDIGIDD_01329	CDS	732				hypothetical protein
PPDIGIDD_01330	CDS	1131	prfB		COG1186	Peptide chain release factor RF2
PPDIGIDD_01331	CDS	255				hypothetical protein
PPDIGIDD_01332	CDS	594	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
PPDIGIDD_01333	CDS	180				hypothetical protein
PPDIGIDD_01334	CDS	552				hypothetical protein
PPDIGIDD_01335	CDS	240				hypothetical protein
PPDIGIDD_01336	CDS	729				hypothetical protein
PPDIGIDD_01337	CDS	900		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
PPDIGIDD_01338	CDS	924	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
PPDIGIDD_01339	CDS	564	efp		COG0231	Elongation factor P
PPDIGIDD_01340	CDS	537				hypothetical protein
PPDIGIDD_01341	CDS	819	ydiS	3.1.21.4	COG1401	Type-2 restriction enzyme BsuMI component YdiS
PPDIGIDD_01342	CDS	1233				hypothetical protein
PPDIGIDD_01343	CDS	1023	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
PPDIGIDD_01344	CDS	642	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PPDIGIDD_01345	CDS	1278	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
PPDIGIDD_01346	CDS	708				hypothetical protein
PPDIGIDD_01347	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
PPDIGIDD_01348	CDS	1215	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
PPDIGIDD_01349	CDS	543				hypothetical protein
PPDIGIDD_01350	CDS	570				hypothetical protein
PPDIGIDD_01351	CDS	198				hypothetical protein
PPDIGIDD_01352	CDS	1686				hypothetical protein
PPDIGIDD_01353	CDS	534				hypothetical protein
PPDIGIDD_01354	CDS	1515	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
PPDIGIDD_01355	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
PPDIGIDD_01356	CDS	2145	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
PPDIGIDD_01357	CDS	768	frdC		COG2009	Fumarate reductase cytochrome b subunit
PPDIGIDD_01358	CDS	705	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PPDIGIDD_01359	CDS	834	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PPDIGIDD_01360	CDS	1011	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
PPDIGIDD_01361	CDS	1158	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PPDIGIDD_01362	CDS	414	ndk	2.7.4.6		Nucleoside diphosphate kinase
PPDIGIDD_01363	CDS	357				hypothetical protein
PPDIGIDD_01364	CDS	147				hypothetical protein
PPDIGIDD_01365	CDS	1020	plsX	2.3.1.274		Phosphate acyltransferase
PPDIGIDD_01366	CDS	993	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PPDIGIDD_01367	CDS	303				hypothetical protein
PPDIGIDD_01368	CDS	99				hypothetical protein
PPDIGIDD_01369	CDS	384				hypothetical protein
PPDIGIDD_01370	CDS	1269				hypothetical protein
PPDIGIDD_01371	CDS	195				hypothetical protein
PPDIGIDD_01372	CDS	1629				hypothetical protein
PPDIGIDD_01373	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
PPDIGIDD_01374	CDS	1161	gspA		COG1442	General stress protein A
PPDIGIDD_01375	CDS	1425				hypothetical protein
PPDIGIDD_01376	CDS	1866	htpG		COG0326	Chaperone protein HtpG
PPDIGIDD_01377	CDS	753	hcpA	3.5.2.6	COG0790	Beta-lactamase HcpA
PPDIGIDD_01378	CDS	939	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PPDIGIDD_01379	CDS	192				hypothetical protein
PPDIGIDD_01380	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PPDIGIDD_01381	CDS	1659	sdcS			Sodium-dependent dicarboxylate transporter SdcS
PPDIGIDD_01382	CDS	801				hypothetical protein
PPDIGIDD_01383	CDS	1107	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PPDIGIDD_01384	CDS	300				hypothetical protein
PPDIGIDD_01385	CDS	786				hypothetical protein
PPDIGIDD_01386	CDS	552				hypothetical protein
PPDIGIDD_01387	CDS	462				hypothetical protein
PPDIGIDD_01388	CDS	624	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
PPDIGIDD_01389	CDS	519	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
PPDIGIDD_01390	CDS	981				hypothetical protein
PPDIGIDD_01391	CDS	234				hypothetical protein
PPDIGIDD_01392	CDS	1347	radA	3.6.4.-	COG1066	DNA repair protein RadA
PPDIGIDD_01393	CDS	111				hypothetical protein
PPDIGIDD_01394	CDS	963	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
PPDIGIDD_01395	CDS	765				hypothetical protein
PPDIGIDD_01396	CDS	99				hypothetical protein
PPDIGIDD_01397	CDS	2082				hypothetical protein
PPDIGIDD_01398	CDS	1158	bicA		COG0659	Bicarbonate transporter BicA
PPDIGIDD_01399	tRNA	75				tRNA-Asn(gtt)
PPDIGIDD_01400	CDS	1467				hypothetical protein
PPDIGIDD_01401	CDS	732	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
PPDIGIDD_01402	CDS	798				hypothetical protein
PPDIGIDD_01403	CDS	654				hypothetical protein
PPDIGIDD_01404	CDS	1173	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
PPDIGIDD_01405	CDS	531				hypothetical protein
PPDIGIDD_01406	CDS	1068				hypothetical protein
PPDIGIDD_01407	CDS	372				hypothetical protein
PPDIGIDD_01408	CDS	921	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
PPDIGIDD_01409	CDS	1734	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PPDIGIDD_01410	CDS	1350	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
PPDIGIDD_01411	CDS	924	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
PPDIGIDD_01412	CDS	396				hypothetical protein
PPDIGIDD_01413	CDS	165				hypothetical protein
PPDIGIDD_01414	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
PPDIGIDD_01415	CDS	1050				hypothetical protein
PPDIGIDD_01416	CDS	318				hypothetical protein
PPDIGIDD_01417	CDS	987	flgI			Flagellar P-ring protein
PPDIGIDD_01418	CDS	1479	rhpA	3.6.4.13		DEAD-box ATP-dependent RNA helicase RhpA
PPDIGIDD_01419	CDS	1089				hypothetical protein
PPDIGIDD_01420	CDS	540				hypothetical protein
PPDIGIDD_01421	CDS	1551	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
PPDIGIDD_01422	CDS	1017	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
PPDIGIDD_01423	tRNA	76				tRNA-Ala(ggc)
PPDIGIDD_01424	CDS	1467				hypothetical protein
PPDIGIDD_01425	CDS	1419				hypothetical protein
PPDIGIDD_01426	CDS	1236	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PPDIGIDD_01427	CDS	144				hypothetical protein
PPDIGIDD_01428	CDS	222				hypothetical protein
PPDIGIDD_01429	CDS	543				hypothetical protein
PPDIGIDD_01430	CDS	255				hypothetical protein
PPDIGIDD_01431	CDS	705	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
PPDIGIDD_01432	CDS	1266	xseA_2	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
PPDIGIDD_01433	CDS	1173				hypothetical protein
PPDIGIDD_01434	CDS	615				hypothetical protein
PPDIGIDD_01435	CDS	696				hypothetical protein
PPDIGIDD_01436	CDS	759	dpnA_2	2.1.1.72		Modification methylase DpnIIB
PPDIGIDD_01437	CDS	2571	clpB			Chaperone protein ClpB
PPDIGIDD_01438	CDS	720	dipZ		COG0785	Protein DipZ
PPDIGIDD_01439	CDS	354				hypothetical protein
PPDIGIDD_01440	CDS	738	pyrC_3	3.5.2.3	COG0044	Dihydroorotase
PPDIGIDD_01441	CDS	1230		3.5.4.4	COG0402	Adenosine deaminase
PPDIGIDD_01442	CDS	243				hypothetical protein
PPDIGIDD_01443	CDS	1314	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PPDIGIDD_01444	CDS	654				hypothetical protein
PPDIGIDD_01445	CDS	1011				hypothetical protein
PPDIGIDD_01446	CDS	534				hypothetical protein
PPDIGIDD_01447	CDS	189				hypothetical protein
PPDIGIDD_01448	CDS	153				hypothetical protein
PPDIGIDD_01449	CDS	399				hypothetical protein
PPDIGIDD_01450	CDS	1293				hypothetical protein
PPDIGIDD_01451	CDS	561	trpC_2	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
PPDIGIDD_01452	CDS	255	fdx		COG1145	Ferredoxin
PPDIGIDD_01453	CDS	1455	ppx	3.6.1.11	COG0248	Exopolyphosphatase
PPDIGIDD_01454	CDS	1011	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
PPDIGIDD_01455	CDS	987	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
PPDIGIDD_01456	CDS	1116	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
PPDIGIDD_01457	CDS	1437				hypothetical protein
PPDIGIDD_01458	CDS	1032	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
PPDIGIDD_01459	CDS	1572				hypothetical protein
PPDIGIDD_01460	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
PPDIGIDD_01461	CDS	1557	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PPDIGIDD_01462	CDS	519				hypothetical protein
PPDIGIDD_01463	CDS	474				hypothetical protein
PPDIGIDD_01464	CDS	747	vacA_2			Vacuolating cytotoxin autotransporter
PPDIGIDD_01465	CDS	708	vacA_3			Vacuolating cytotoxin autotransporter
PPDIGIDD_01466	CDS	1218	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
