locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMIBBFGC_01098	CDS	576	secF_2		COG0341	Protein translocase subunit SecF
LMIBBFGC_01099	CDS	339				hypothetical protein
LMIBBFGC_01100	CDS	2421	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
LMIBBFGC_01101	CDS	513				hypothetical protein
LMIBBFGC_01102	CDS	1176	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
LMIBBFGC_01103	CDS	927				hypothetical protein
LMIBBFGC_01104	CDS	936				hypothetical protein
LMIBBFGC_01105	CDS	315				hypothetical protein
LMIBBFGC_01106	CDS	2541	mfd_1	3.6.4.-		Transcription-repair-coupling factor
LMIBBFGC_01107	CDS	489	mfd_2	3.6.4.-	COG1197	Transcription-repair-coupling factor
LMIBBFGC_01108	CDS	504	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LMIBBFGC_01109	CDS	1239	petB		COG1290	Cytochrome b
LMIBBFGC_01110	CDS	858				hypothetical protein
LMIBBFGC_01111	CDS	390				hypothetical protein
LMIBBFGC_01112	CDS	243				hypothetical protein
LMIBBFGC_01113	CDS	1083		3.6.1.-	COG1106	ATP/GTP phosphatase
LMIBBFGC_01114	CDS	1845	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
LMIBBFGC_01115	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
LMIBBFGC_01116	CDS	486	flgC		COG1558	Flagellar basal-body rod protein FlgC
LMIBBFGC_01117	CDS	423	flgB		COG1815	Flagellar basal body rod protein FlgB
LMIBBFGC_01118	CDS	1167	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LMIBBFGC_01119	CDS	1002				hypothetical protein
LMIBBFGC_01120	CDS	597	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
LMIBBFGC_01121	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
LMIBBFGC_01122	CDS	1776	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
LMIBBFGC_01123	CDS	360				hypothetical protein
LMIBBFGC_01124	CDS	507	engB		COG0218	putative GTP-binding protein EngB
LMIBBFGC_01125	CDS	558	lptA			Lipopolysaccharide export system protein LptA
LMIBBFGC_01126	CDS	594				hypothetical protein
LMIBBFGC_01127	CDS	450	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
LMIBBFGC_01128	CDS	858	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
LMIBBFGC_01129	CDS	1119				hypothetical protein
LMIBBFGC_01130	CDS	765	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
LMIBBFGC_01131	CDS	621	ribE	2.5.1.9		Riboflavin synthase
LMIBBFGC_01132	CDS	273				hypothetical protein
LMIBBFGC_01133	CDS	984	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LMIBBFGC_01134	CDS	648	metI		COG2011	D-methionine transport system permease protein MetI
LMIBBFGC_01135	CDS	432				hypothetical protein
LMIBBFGC_01136	CDS	597				hypothetical protein
LMIBBFGC_01137	CDS	1008	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
LMIBBFGC_01138	CDS	789	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LMIBBFGC_01139	CDS	753	pdxA_1	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LMIBBFGC_01140	CDS	180	pdxA_2	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LMIBBFGC_01141	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LMIBBFGC_01142	CDS	789	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
LMIBBFGC_01143	CDS	111				hypothetical protein
LMIBBFGC_01144	CDS	762				hypothetical protein
LMIBBFGC_01145	CDS	417	nusB		COG0781	Transcription antitermination protein NusB
LMIBBFGC_01146	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
LMIBBFGC_01147	CDS	831	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
LMIBBFGC_01148	CDS	666	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
LMIBBFGC_01149	CDS	684	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
LMIBBFGC_01150	CDS	831	panC	6.3.2.1	COG0414	Pantothenate synthetase
LMIBBFGC_01151	tRNA	76				tRNA-Glu(ttc)
LMIBBFGC_01152	tRNA	77				tRNA-Asp(gtc)
LMIBBFGC_01153	tRNA	76				tRNA-Val(tac)
LMIBBFGC_01154	tRNA	75				tRNA-Glu(ttc)
LMIBBFGC_01155	tRNA	76				tRNA-Lys(ttt)
LMIBBFGC_01156	CDS	1995				hypothetical protein
LMIBBFGC_01157	CDS	1626	groL		COG0459	60 kDa chaperonin
LMIBBFGC_01158	CDS	357	groS		COG0234	10 kDa chaperonin
LMIBBFGC_01159	CDS	960	dnaG_1	2.7.7.-	COG0358	DNA primase
LMIBBFGC_01160	CDS	519	dnaG_2	2.7.7.-	COG0358	DNA primase
LMIBBFGC_01161	CDS	1032	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
LMIBBFGC_01162	CDS	828				hypothetical protein
LMIBBFGC_01163	CDS	282				hypothetical protein
LMIBBFGC_01164	CDS	264				hypothetical protein
LMIBBFGC_01165	CDS	2364	virB4_2		COG3451	Type IV secretion system protein virB4
LMIBBFGC_01166	CDS	1341				hypothetical protein
LMIBBFGC_01167	CDS	966	cheV_3		COG0784	Chemotaxis protein CheV
LMIBBFGC_01168	CDS	1218	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
LMIBBFGC_01169	CDS	573	lpxE	3.1.-.-	COG0671	Lipid A 1-phosphatase
LMIBBFGC_01170	CDS	1092				hypothetical protein
LMIBBFGC_01171	CDS	429	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
LMIBBFGC_01172	CDS	2070				hypothetical protein
LMIBBFGC_01173	CDS	411				hypothetical protein
LMIBBFGC_01174	CDS	798	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
LMIBBFGC_01175	CDS	1371	lon_1	3.4.21.53	COG0466	Lon protease
LMIBBFGC_01176	CDS	1149	lon_2	3.4.21.53	COG0466	Lon protease
LMIBBFGC_01177	CDS	663	bamD			Outer membrane protein assembly factor BamD
LMIBBFGC_01178	CDS	147				hypothetical protein
LMIBBFGC_01179	CDS	390	fliW2		COG1699	Flagellar assembly factor FliW 2
LMIBBFGC_01180	CDS	480	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
LMIBBFGC_01181	CDS	813	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
LMIBBFGC_01182	CDS	1347	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
LMIBBFGC_01183	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
LMIBBFGC_01184	CDS	747				hypothetical protein
LMIBBFGC_01185	CDS	2904				hypothetical protein
LMIBBFGC_01186	CDS	2454				hypothetical protein
LMIBBFGC_01187	CDS	642	qseB			Transcriptional regulatory protein QseB
LMIBBFGC_01188	CDS	588				hypothetical protein
LMIBBFGC_01189	CDS	501				hypothetical protein
LMIBBFGC_01190	CDS	1395	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LMIBBFGC_01191	CDS	966	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
LMIBBFGC_01192	CDS	516	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
LMIBBFGC_01193	CDS	1314				hypothetical protein
LMIBBFGC_01194	CDS	885	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
LMIBBFGC_01195	CDS	495				hypothetical protein
LMIBBFGC_01196	CDS	504				hypothetical protein
LMIBBFGC_01197	CDS	807	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
LMIBBFGC_01198	CDS	1011	nadA	2.5.1.72	COG0379	Quinolinate synthase A
LMIBBFGC_01199	CDS	822	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LMIBBFGC_01200	CDS	3456				hypothetical protein
LMIBBFGC_01201	CDS	1080				hypothetical protein
LMIBBFGC_01202	CDS	894				hypothetical protein
LMIBBFGC_01203	CDS	1365	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
LMIBBFGC_01204	CDS	1164				hypothetical protein
LMIBBFGC_01205	CDS	189				hypothetical protein
LMIBBFGC_01206	CDS	525				hypothetical protein
LMIBBFGC_01207	CDS	231	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
LMIBBFGC_01208	CDS	174				hypothetical protein
LMIBBFGC_01209	CDS	993	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
LMIBBFGC_01210	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LMIBBFGC_01211	CDS	963	corA		COG0598	Magnesium transport protein CorA
LMIBBFGC_01212	CDS	729				hypothetical protein
LMIBBFGC_01213	CDS	96				hypothetical protein
LMIBBFGC_01214	CDS	699	dpnA	2.1.1.72		Modification methylase DpnIIB
LMIBBFGC_01215	CDS	846	bspRIM	2.1.1.37		Modification methylase BspRI
LMIBBFGC_01216	CDS	1491	putP		COG0591	High-affinity proline transporter PutP
LMIBBFGC_01217	CDS	3558	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
LMIBBFGC_01218	CDS	210				hypothetical protein
LMIBBFGC_01219	CDS	90				hypothetical protein
LMIBBFGC_01220	CDS	216				hypothetical protein
LMIBBFGC_01221	CDS	204				hypothetical protein
LMIBBFGC_01222	CDS	594				hypothetical protein
LMIBBFGC_01223	CDS	237				hypothetical protein
LMIBBFGC_01224	CDS	669				hypothetical protein
LMIBBFGC_01225	CDS	1320				hypothetical protein
LMIBBFGC_01226	CDS	408				hypothetical protein
LMIBBFGC_01227	CDS	153				hypothetical protein
LMIBBFGC_01228	CDS	261				hypothetical protein
LMIBBFGC_01229	CDS	186				hypothetical protein
LMIBBFGC_01230	CDS	1212				hypothetical protein
LMIBBFGC_01231	CDS	426				hypothetical protein
LMIBBFGC_01232	CDS	348				hypothetical protein
LMIBBFGC_01233	CDS	144				hypothetical protein
LMIBBFGC_01234	CDS	909				hypothetical protein
LMIBBFGC_01235	CDS	447	eccC		COG1674	ESX secretion system protein EccC
LMIBBFGC_01236	CDS	846				hypothetical protein
LMIBBFGC_01237	CDS	642	ureH_1		COG0829	Urease accessory protein UreH
LMIBBFGC_01238	CDS	123	ureH_2		COG0829	Urease accessory protein UreH
LMIBBFGC_01239	CDS	600	ureG		COG0378	Urease accessory protein UreG
LMIBBFGC_01240	CDS	753	ureF		COG0830	Urease accessory protein UreF
LMIBBFGC_01241	CDS	513	ureE		COG2371	Urease accessory protein UreE
LMIBBFGC_01242	CDS	588	ureI			Acid-activated urea channel
LMIBBFGC_01243	CDS	1710	ureB	3.5.1.5	COG0804	Urease subunit beta
LMIBBFGC_01244	CDS	717	ureA	3.5.1.5	COG0831	Urease subunit alpha
LMIBBFGC_01245	tRNA	76				tRNA-Val(gac)
LMIBBFGC_01246	CDS	474	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
LMIBBFGC_01247	CDS	1236	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
LMIBBFGC_01248	CDS	270	rpsT		COG0268	30S ribosomal protein S20
LMIBBFGC_01249	CDS	1059	prfA		COG0216	Peptide chain release factor RF1
LMIBBFGC_01250	CDS	225				hypothetical protein
LMIBBFGC_01251	CDS	1131				hypothetical protein
LMIBBFGC_01252	CDS	627				hypothetical protein
LMIBBFGC_01253	CDS	1779				hypothetical protein
LMIBBFGC_01254	CDS	2022				hypothetical protein
LMIBBFGC_01255	CDS	390	rpsI		COG0103	30S ribosomal protein S9
LMIBBFGC_01256	CDS	426	rplM		COG0102	50S ribosomal protein L13
LMIBBFGC_01257	CDS	189				hypothetical protein
LMIBBFGC_01258	CDS	1353	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
LMIBBFGC_01259	CDS	1374				hypothetical protein
LMIBBFGC_01260	CDS	2034	rpoD		COG0568	RNA polymerase sigma factor RpoD
LMIBBFGC_01261	CDS	558				hypothetical protein
LMIBBFGC_01262	CDS	294				hypothetical protein
LMIBBFGC_01263	CDS	1029				hypothetical protein
LMIBBFGC_01264	CDS	534				hypothetical protein
LMIBBFGC_01265	CDS	276				hypothetical protein
LMIBBFGC_01266	CDS	267				hypothetical protein
LMIBBFGC_01267	CDS	108				hypothetical protein
LMIBBFGC_01268	CDS	111				hypothetical protein
LMIBBFGC_01269	CDS	552				hypothetical protein
LMIBBFGC_01270	CDS	654	ptlC		COG3451	Type IV secretion system protein PtlC
LMIBBFGC_01271	CDS	570				hypothetical protein
LMIBBFGC_01272	CDS	282	topA_1	5.6.2.1		DNA topoisomerase 1
LMIBBFGC_01273	CDS	1026	topA_2	5.6.2.1		DNA topoisomerase 1
LMIBBFGC_01274	CDS	204				hypothetical protein
LMIBBFGC_01275	CDS	861				hypothetical protein
LMIBBFGC_01276	CDS	351	rplT		COG0292	50S ribosomal protein L20
LMIBBFGC_01277	CDS	195				hypothetical protein
LMIBBFGC_01278	CDS	612	infC		COG0290	Translation initiation factor IF-3
LMIBBFGC_01279	CDS	1839	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
LMIBBFGC_01280	CDS	2439	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
LMIBBFGC_01281	CDS	1278				hypothetical protein
LMIBBFGC_01282	CDS	927	moaA_2			GTP 3',8-cyclase
LMIBBFGC_01283	CDS	2211	topA_3	5.6.2.1	COG0550	DNA topoisomerase 1
LMIBBFGC_01284	CDS	1545	flaB		COG1344	Flagellin B
LMIBBFGC_01285	CDS	1887				hypothetical protein
LMIBBFGC_01286	CDS	297				hypothetical protein
LMIBBFGC_01287	CDS	639				hypothetical protein
LMIBBFGC_01288	CDS	831	hrcA			Heat-inducible transcription repressor HrcA
LMIBBFGC_01289	CDS	576	grpE			Protein GrpE
LMIBBFGC_01290	CDS	1863	dnaK			Chaperone protein DnaK
LMIBBFGC_01291	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
LMIBBFGC_01292	CDS	1143	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
LMIBBFGC_01293	CDS	468	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
LMIBBFGC_01294	CDS	1125	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
LMIBBFGC_01295	CDS	522	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
LMIBBFGC_01296	CDS	1269				hypothetical protein
LMIBBFGC_01297	CDS	405				hypothetical protein
LMIBBFGC_01298	CDS	651		2.4.-.-	COG0463	putative glycosyltransferase
LMIBBFGC_01299	CDS	762				hypothetical protein
LMIBBFGC_01300	CDS	1107	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
LMIBBFGC_01301	CDS	2028	pctB		COG0840	Methyl-accepting chemotaxis protein PctB
LMIBBFGC_01302	CDS	1461	thrC	4.2.3.1	COG0498	Threonine synthase
LMIBBFGC_01303	CDS	711				hypothetical protein
LMIBBFGC_01304	CDS	930		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
LMIBBFGC_01305	CDS	531				hypothetical protein
LMIBBFGC_01306	CDS	891	wbnK	2.4.1.308		O-antigen biosynthesis glycosyltransferase WbnK
LMIBBFGC_01307	CDS	834				hypothetical protein
LMIBBFGC_01308	CDS	834	mboIR	3.1.21.4		Type-2 restriction enzyme MboI
LMIBBFGC_01309	tRNA	92				tRNA-Ser(gct)
LMIBBFGC_01310	CDS	621	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
LMIBBFGC_01311	CDS	318				hypothetical protein
LMIBBFGC_01312	CDS	696	mtnN	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
LMIBBFGC_01313	CDS	696	xerH_2		COG0582	Tyrosine recombinase XerH
LMIBBFGC_01314	CDS	162	xerH_3			Tyrosine recombinase XerH
LMIBBFGC_01315	CDS	684				hypothetical protein
LMIBBFGC_01316	CDS	345				hypothetical protein
LMIBBFGC_01317	CDS	207				hypothetical protein
LMIBBFGC_01318	CDS	870				hypothetical protein
LMIBBFGC_01319	CDS	318	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
LMIBBFGC_01320	CDS	1068	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
LMIBBFGC_01321	CDS	1242	sdaC		COG0814	Serine transporter
LMIBBFGC_01322	CDS	1350	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
LMIBBFGC_01323	CDS	135				hypothetical protein
LMIBBFGC_01324	CDS	459	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
LMIBBFGC_01325	CDS	636			COG1556	putative protein
LMIBBFGC_01326	CDS	1446	lutB		COG1139	Lactate utilization protein B
LMIBBFGC_01327	CDS	729	lutA_2		COG0247	Lactate utilization protein A
LMIBBFGC_01328	CDS	1647	lldP_1		COG1620	L-lactate permease
LMIBBFGC_01329	CDS	1656	lldP_2		COG1620	L-lactate permease
LMIBBFGC_01330	CDS	870	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
LMIBBFGC_01331	CDS	1449	ttdT		COG0471	L-tartrate/succinate antiporter
LMIBBFGC_01332	CDS	192				hypothetical protein
LMIBBFGC_01333	CDS	1275	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
LMIBBFGC_01334	CDS	699				hypothetical protein
LMIBBFGC_01335	CDS	219				hypothetical protein
LMIBBFGC_01336	CDS	879	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
LMIBBFGC_01337	CDS	207				hypothetical protein
LMIBBFGC_01338	CDS	108				hypothetical protein
LMIBBFGC_01339	CDS	585				hypothetical protein
LMIBBFGC_01340	CDS	315				hypothetical protein
LMIBBFGC_01341	CDS	270				hypothetical protein
LMIBBFGC_01342	CDS	768				hypothetical protein
LMIBBFGC_01343	CDS	867	mqnD	4.1.-.-		1,4-dihydroxy-6-naphtoate synthase
LMIBBFGC_01344	CDS	1044	recA		COG0468	Protein RecA
LMIBBFGC_01345	CDS	1281	eno	4.2.1.11	COG0148	Enolase
LMIBBFGC_01346	CDS	276				hypothetical protein
LMIBBFGC_01347	CDS	597				hypothetical protein
LMIBBFGC_01348	CDS	489	aroK	2.7.1.71	COG0703	Shikimate kinase
LMIBBFGC_01349	CDS	957				hypothetical protein
LMIBBFGC_01350	CDS	1134				hypothetical protein
LMIBBFGC_01351	CDS	198	hcpD_1	3.5.2.6	COG0790	Putative beta-lactamase HcpD
LMIBBFGC_01352	CDS	714	hcpD_2	3.5.2.6	COG0790	Putative beta-lactamase HcpD
LMIBBFGC_01353	CDS	723			COG0217	putative transcriptional regulatory protein
LMIBBFGC_01354	CDS	972	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
LMIBBFGC_01355	CDS	1335				hypothetical protein
LMIBBFGC_01356	CDS	678	arlR		COG0745	Response regulator ArlR
LMIBBFGC_01357	CDS	504				hypothetical protein
LMIBBFGC_01358	CDS	264				hypothetical protein
LMIBBFGC_01359	CDS	1281				hypothetical protein
LMIBBFGC_01360	CDS	732				hypothetical protein
LMIBBFGC_01361	CDS	1131	prfB		COG1186	Peptide chain release factor RF2
LMIBBFGC_01362	CDS	255				hypothetical protein
LMIBBFGC_01363	CDS	594	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
LMIBBFGC_01364	CDS	180				hypothetical protein
LMIBBFGC_01365	CDS	552				hypothetical protein
LMIBBFGC_01366	CDS	240				hypothetical protein
LMIBBFGC_01367	CDS	729				hypothetical protein
LMIBBFGC_01368	CDS	900		5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase
LMIBBFGC_01369	CDS	912	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
LMIBBFGC_01370	CDS	564	efp		COG0231	Elongation factor P
LMIBBFGC_01371	CDS	537				hypothetical protein
LMIBBFGC_01372	CDS	819	ydiS	3.1.21.4	COG1401	Type-2 restriction enzyme BsuMI component YdiS
LMIBBFGC_01373	CDS	1233				hypothetical protein
LMIBBFGC_01374	CDS	1023	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
LMIBBFGC_01375	CDS	642	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
LMIBBFGC_01376	CDS	1278	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
LMIBBFGC_01377	CDS	708				hypothetical protein
LMIBBFGC_01378	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
LMIBBFGC_01379	CDS	1215	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
LMIBBFGC_01380	CDS	543				hypothetical protein
LMIBBFGC_01381	CDS	642				hypothetical protein
LMIBBFGC_01382	CDS	1773				hypothetical protein
LMIBBFGC_01383	CDS	534				hypothetical protein
LMIBBFGC_01384	CDS	1509	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
LMIBBFGC_01385	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
LMIBBFGC_01386	CDS	2145	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
LMIBBFGC_01387	CDS	768	frdC		COG2009	Fumarate reductase cytochrome b subunit
LMIBBFGC_01388	CDS	705	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
LMIBBFGC_01389	CDS	834	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
LMIBBFGC_01390	CDS	1011	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LMIBBFGC_01391	CDS	1158	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
LMIBBFGC_01392	CDS	414	ndk	2.7.4.6		Nucleoside diphosphate kinase
LMIBBFGC_01393	CDS	357				hypothetical protein
LMIBBFGC_01394	CDS	147				hypothetical protein
LMIBBFGC_01395	CDS	1020	plsX	2.3.1.274		Phosphate acyltransferase
LMIBBFGC_01396	CDS	993	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LMIBBFGC_01397	CDS	303				hypothetical protein
LMIBBFGC_01398	CDS	99				hypothetical protein
LMIBBFGC_01399	CDS	384				hypothetical protein
LMIBBFGC_01400	CDS	1269				hypothetical protein
LMIBBFGC_01401	CDS	195				hypothetical protein
LMIBBFGC_01402	CDS	1629				hypothetical protein
LMIBBFGC_01403	CDS	1107	apbC		COG0489	Iron-sulfur cluster carrier protein
LMIBBFGC_01404	CDS	1161	gspA		COG1442	General stress protein A
LMIBBFGC_01405	CDS	1455				hypothetical protein
LMIBBFGC_01406	CDS	1866	htpG		COG0326	Chaperone protein HtpG
LMIBBFGC_01407	CDS	753	hcpA	3.5.2.6	COG0790	Beta-lactamase HcpA
LMIBBFGC_01408	CDS	939	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
LMIBBFGC_01409	CDS	192				hypothetical protein
LMIBBFGC_01410	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
LMIBBFGC_01411	CDS	1659	sdcS			Sodium-dependent dicarboxylate transporter SdcS
LMIBBFGC_01412	CDS	798				hypothetical protein
LMIBBFGC_01413	CDS	1107	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
LMIBBFGC_01414	CDS	300				hypothetical protein
LMIBBFGC_01415	CDS	786				hypothetical protein
LMIBBFGC_01416	CDS	552				hypothetical protein
LMIBBFGC_01417	CDS	606				hypothetical protein
LMIBBFGC_01418	CDS	624	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
LMIBBFGC_01419	CDS	519	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
LMIBBFGC_01420	CDS	981				hypothetical protein
LMIBBFGC_01421	CDS	234				hypothetical protein
LMIBBFGC_01422	CDS	1347	radA	3.6.4.-	COG1066	DNA repair protein RadA
LMIBBFGC_01423	CDS	111				hypothetical protein
LMIBBFGC_01424	CDS	963	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
LMIBBFGC_01425	CDS	765				hypothetical protein
LMIBBFGC_01426	CDS	99				hypothetical protein
LMIBBFGC_01427	CDS	2082				hypothetical protein
LMIBBFGC_01428	CDS	1158	bicA		COG0659	Bicarbonate transporter BicA
LMIBBFGC_01429	tRNA	75				tRNA-Asn(gtt)
LMIBBFGC_01430	CDS	1467				hypothetical protein
LMIBBFGC_01431	CDS	732	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
LMIBBFGC_01432	CDS	798				hypothetical protein
LMIBBFGC_01433	CDS	654				hypothetical protein
LMIBBFGC_01434	CDS	1173	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
LMIBBFGC_01435	CDS	531				hypothetical protein
LMIBBFGC_01436	CDS	1068				hypothetical protein
LMIBBFGC_01437	CDS	372				hypothetical protein
LMIBBFGC_01438	CDS	531	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
LMIBBFGC_01439	CDS	405	hemC_2	2.5.1.61	COG0181	Porphobilinogen deaminase
LMIBBFGC_01440	CDS	1734	proS	6.1.1.15	COG0442	Proline--tRNA ligase
LMIBBFGC_01441	CDS	519	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
LMIBBFGC_01442	CDS	837	hemA_2	1.2.1.70	COG0373	Glutamyl-tRNA reductase
LMIBBFGC_01443	CDS	924	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
LMIBBFGC_01444	CDS	396				hypothetical protein
LMIBBFGC_01445	CDS	165				hypothetical protein
LMIBBFGC_01446	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
LMIBBFGC_01447	CDS	1050				hypothetical protein
LMIBBFGC_01448	CDS	318				hypothetical protein
LMIBBFGC_01449	CDS	987	flgI			Flagellar P-ring protein
LMIBBFGC_01450	CDS	1479	rhpA	3.6.4.13		DEAD-box ATP-dependent RNA helicase RhpA
LMIBBFGC_01451	CDS	1089				hypothetical protein
LMIBBFGC_01452	CDS	540				hypothetical protein
LMIBBFGC_01453	CDS	1551	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
LMIBBFGC_01454	CDS	1017	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
LMIBBFGC_01455	tRNA	76				tRNA-Ala(ggc)
LMIBBFGC_01456	CDS	1467				hypothetical protein
LMIBBFGC_01457	CDS	1419				hypothetical protein
LMIBBFGC_01458	CDS	1182	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
LMIBBFGC_01459	CDS	222				hypothetical protein
LMIBBFGC_01460	CDS	504				hypothetical protein
LMIBBFGC_01461	CDS	255				hypothetical protein
LMIBBFGC_01462	CDS	705	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
LMIBBFGC_01463	CDS	1266	xseA_2	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
LMIBBFGC_01464	CDS	1173				hypothetical protein
LMIBBFGC_01465	CDS	615				hypothetical protein
